sample_number,sim_time,pos_x,pos_y,pos_z,road_elevation_left,road_elevation_right
10008,100.08,-278.3865,-254.4707,119.2656,118.8507,118.8504
10009,100.09,-278.3865,-254.4707,119.2656,118.8507,118.8504
10010,100.1,-278.5227,-254.4752,119.2622,118.8484,118.8476
10011,100.11,-278.5227,-254.4752,119.2622,118.8484,118.8476
10012,100.12,-278.6561,-254.4802,119.2599,118.8473,118.8454
10013,100.13,-278.6561,-254.4802,119.2599,118.8446,118.8432
10014,100.14,-278.786,-254.4844,119.257,118.8446,118.8432
10015,100.15,-278.786,-254.4844,119.257,118.8436,118.8412
10016,100.16,-278.9095,-254.4884,119.2546,118.8436,118.8412
10017,100.17,-278.9095,-254.4884,119.2546,118.8426,118.8396
10018,100.18,-279.0299,-254.4927,119.2531,118.8426,118.8396
10019,100.19,-279.0299,-254.4927,119.2531,118.8416,118.8372
10020,100.2,-279.1499,-254.4966,119.2514,118.8416,118.8372
10021,100.21,-279.1499,-254.4966,119.2514,118.8401,118.8363
10022,100.22,-279.2634,-254.5004,119.2507,118.8401,118.8363
10023,100.23,-279.2634,-254.5004,119.2507,118.8386,118.8349
10024,100.24,-279.4023,-254.5053,119.2506,118.8386,118.8349
10025,100.25,-279.4023,-254.5053,119.2506,118.8364,118.8342
10026,100.26,-279.5085,-254.5088,119.2502,118.8364,118.8342
10027,100.27,-279.5085,-254.5088,119.2502,118.8355,118.8336
10028,100.28,-279.6117,-254.5122,119.2505,118.8355,118.8336
10029,100.29,-279.6117,-254.5122,119.2505,118.833,118.8314
10030,100.3,-279.7378,-254.5165,119.2505,118.833,118.8314
10031,100.31,-279.7378,-254.5165,119.2505,118.8305,118.8298
10032,100.32,-279.8343,-254.5197,119.25,118.8305,118.8298
10033,100.33,-279.9257,-254.5226,119.2493,118.8293,118.8282
10034,100.34,-279.9257,-254.5226,119.2493,118.8293,118.8282
10035,100.35,-279.9257,-254.5226,119.2493,118.827,118.826
10036,100.36,-280.0381,-254.5263,119.2478,118.827,118.826
10037,100.37,-280.0381,-254.5263,119.2478,118.8259,118.8253
10038,100.38,-280.1258,-254.529,119.2456,118.825,118.8245
10039,100.39,-280.2085,-254.5315,119.2435,118.825,118.8245
10040,100.4,-280.2085,-254.5315,119.2435,118.825,118.8245
10041,100.41,-280.2882,-254.5338,119.2413,118.824,118.8235
10042,100.42,-280.2882,-254.5338,119.2413,118.8235,118.8229
10043,100.43,-280.367,-254.536,119.2393,118.8235,118.8229
10044,100.44,-280.367,-254.536,119.2393,118.8227,118.8223
10045,100.45,-280.4424,-254.5381,119.2373,118.8227,118.8223
10046,100.46,-280.4424,-254.5381,119.2373,118.8224,118.822
10047,100.47,-280.5124,-254.5398,119.2357,118.8224,118.822
10048,100.48,-280.5809,-254.5417,119.2357,118.8215,118.8211
10049,100.49,-280.5809,-254.5417,119.2357,118.8215,118.8211
10050,100.5,-280.644,-254.5431,119.2352,118.8212,118.8206
10051,100.51,-280.644,-254.5431,119.2352,118.8208,118.8203
10052,100.52,-280.644,-254.5431,119.2352,118.8208,118.8203
10053,100.53,-280.7179,-254.5452,119.2354,118.8208,118.8203
10054,100.54,-280.7734,-254.5464,119.2361,118.82,118.8196
10055,100.55,-280.7734,-254.5464,119.2361,118.8197,118.8191
10056,100.56,-280.7734,-254.5464,119.2361,118.8197,118.8191
10057,100.57,-280.8258,-254.5479,119.2372,118.8197,118.8191
10058,100.58,-280.8258,-254.5479,119.2372,118.8191,118.8187
10059,100.59,-280.889,-254.5496,119.2383,118.8191,118.8187
10060,100.6,-280.889,-254.5496,119.2383,118.8187,118.8183
10061,100.61,-280.926,-254.5504,119.2383,118.8187,118.8183
10062,100.62,-280.926,-254.5504,119.2383,118.8183,118.8181
10063,100.63,-280.9598,-254.5515,119.2392,118.8183,118.8181
10064,100.64,-280.9598,-254.5515,119.2392,118.818,118.8175
10065,100.65,-280.9598,-254.5515,119.2392,118.818,118.8175
10066,100.66,-281.0283,-254.5529,119.2379,118.818,118.8175
10067,100.67,-281.0283,-254.5529,119.2379,118.8176,118.8171
10068,100.68,-281.0622,-254.5541,119.2376,118.8176,118.8171
10069,100.69,-281.1072,-254.555,119.2358,118.8172,118.816
10070,100.7,-281.1072,-254.555,119.2358,118.8172,118.816
10071,100.71,-281.1072,-254.555,119.2358,118.8165,118.8149
10072,100.72,-281.1072,-254.555,119.2358,118.8165,118.8149
10073,100.73,-281.1775,-254.5564,119.2326,118.8165,118.8149
10074,100.74,-281.2242,-254.5575,119.23,118.8157,118.8132
10075,100.75,-281.2242,-254.5575,119.23,118.8147,118.8123
10076,100.76,-281.2699,-254.5587,119.2274,118.8147,118.8123
10077,100.77,-281.2699,-254.5587,119.2274,118.8139,118.8109
10078,100.78,-281.3262,-254.56,119.2226,118.8139,118.8109
10079,100.79,-281.3262,-254.56,119.2226,118.8128,118.8094
10080,100.8,-281.3711,-254.5617,119.2192,118.8128,118.8094
10081,100.81,-281.3711,-254.5617,119.2192,118.8121,118.8086
10082,100.82,-281.4162,-254.5633,119.2157,118.8121,118.8086
10083,100.83,-281.4162,-254.5633,119.2157,118.8118,118.8075
10084,100.84,-281.4713,-254.5661,119.2117,118.8118,118.8075
10085,100.85,-281.4713,-254.5661,119.2117,118.8107,118.8059
10086,100.86,-281.516,-254.5685,119.2085,118.8107,118.8059
10087,100.87,-281.516,-254.5685,119.2085,118.81,118.805
10088,100.88,-281.5502,-254.5703,119.2058,118.81,118.805
10089,100.89,-281.5943,-254.573,119.2037,118.8093,118.8047
10090,100.9,-281.5943,-254.573,119.2037,118.8093,118.8047
10091,100.91,-281.6384,-254.5757,119.2011,118.8087,118.8043
10092,100.92,-281.6384,-254.5757,119.2011,118.808,118.8041
10093,100.93,-281.6826,-254.578,119.1995,118.808,118.8041
10094,100.94,-281.6826,-254.578,119.1995,118.8075,118.8038
10095,100.95,-281.7268,-254.58,119.199,118.8067,118.8034
10096,100.96,-281.7268,-254.58,119.199,118.8067,118.8034
10097,100.97,-281.7802,-254.5825,119.1979,118.8067,118.8034
10098,100.98,-281.7802,-254.5825,119.1979,118.806,118.8029
10099,100.99,-281.8219,-254.5842,119.1976,118.8054,118.8025
10100,101.0,-281.8632,-254.5857,119.1977,118.8054,118.8025
10101,101.01,-281.8632,-254.5857,119.1977,118.8054,118.8025
10102,101.02,-281.8632,-254.5857,119.1977,118.8046,118.8022
10103,101.03,-281.9152,-254.5877,119.1974,118.8046,118.8022
10104,101.04,-281.9152,-254.5877,119.1974,118.8041,118.802
10105,101.05,-281.9567,-254.5895,119.1971,118.8031,118.8017
10106,101.06,-281.9567,-254.5895,119.1971,118.8031,118.8017
10107,101.07,-281.9982,-254.5914,119.197,118.8031,118.8017
10108,101.08,-281.9982,-254.5914,119.197,118.8026,118.8012
10109,101.09,-282.0533,-254.5939,119.1964,118.8026,118.8012
10110,101.1,-282.0533,-254.5939,119.1964,118.8015,118.8007
10111,101.11,-282.097,-254.5961,119.1956,118.8015,118.8007
10112,101.12,-282.1313,-254.5979,119.1952,118.801,118.8003
10113,101.13,-282.1313,-254.5979,119.1952,118.8008,118.8001
10114,101.14,-282.1759,-254.6,119.1942,118.8008,118.8001
10115,101.15,-282.1759,-254.6,119.1942,118.8004,118.7998
10116,101.16,-282.2327,-254.6026,119.1926,118.8004,118.7998
10117,101.17,-282.2327,-254.6026,119.1926,118.8,118.7992
10118,101.18,-282.2675,-254.6042,119.1918,118.8,118.7992
10119,101.19,-282.3144,-254.6062,119.1907,118.7995,118.7988
10120,101.2,-282.3144,-254.6062,119.1907,118.7995,118.7988
10121,101.21,-282.3144,-254.6062,119.1907,118.7992,118.7985
10122,101.22,-282.3743,-254.6084,119.1889,118.7989,118.7981
10123,101.23,-282.4248,-254.6103,119.1872,118.7989,118.7981
10124,101.24,-282.4248,-254.6103,119.1872,118.7983,118.7977
10125,101.25,-282.4748,-254.6119,119.1855,118.7983,118.7977
10126,101.26,-282.4748,-254.6119,119.1855,118.7979,118.7973
10127,101.27,-282.4748,-254.6119,119.1855,118.7979,118.7973
10128,101.28,-282.5388,-254.614,119.1833,118.7976,118.7968
10129,101.29,-282.5926,-254.6158,119.1814,118.7976,118.7968
10130,101.3,-282.5926,-254.6158,119.1814,118.7969,118.7957
10131,101.31,-282.6458,-254.6174,119.1795,118.7969,118.7957
10132,101.32,-282.688,-254.6188,119.1779,118.7962,118.7949
10133,101.33,-282.688,-254.6188,119.1779,118.7962,118.7949
10134,101.34,-282.688,-254.6188,119.1779,118.7949,118.7936
10135,101.35,-282.7568,-254.621,119.1756,118.7949,118.7936
10136,101.36,-282.7568,-254.621,119.1756,118.7942,118.7927
10137,101.37,-282.8125,-254.6229,119.1743,118.7936,118.7922
10138,101.38,-282.8689,-254.6249,119.173,118.7936,118.7922
10139,101.39,-282.8689,-254.6249,119.173,118.7936,118.7922
10140,101.4,-282.9383,-254.6275,119.1718,118.7922,118.7909
10141,101.41,-282.9383,-254.6275,119.1718,118.7922,118.7909
10142,101.42,-282.9941,-254.6297,119.1709,118.7915,118.79
10143,101.43,-282.9941,-254.6297,119.1709,118.7915,118.79
10144,101.44,-283.0518,-254.6321,119.1705,118.7904,118.7891
10145,101.45,-283.0518,-254.6321,119.1705,118.7904,118.7891
10146,101.46,-283.0518,-254.6321,119.1705,118.7891,118.7884
10147,101.47,-283.1278,-254.6353,119.1699,118.7891,118.7884
10148,101.48,-283.1278,-254.6353,119.1699,118.7888,118.7882
10149,101.49,-283.1912,-254.6382,119.1697,118.7888,118.7882
10150,101.5,-283.1912,-254.6382,119.1697,118.7883,118.7877
10151,101.51,-283.1912,-254.6382,119.1697,118.7883,118.7877
10152,101.52,-283.1912,-254.6382,119.1697,118.7883,118.7877
10153,101.53,-283.2895,-254.6426,119.1694,118.7883,118.7877
10154,101.54,-283.2895,-254.6426,119.1694,118.7876,118.7869
10155,101.55,-283.357,-254.6457,119.1694,118.7876,118.7869
10156,101.56,-283.357,-254.6457,119.1694,118.787,118.7864
10157,101.57,-283.4231,-254.6487,119.1692,118.787,118.7864
10158,101.58,-283.4231,-254.6487,119.1692,118.787,118.7864
10159,101.59,-283.4231,-254.6487,119.1692,118.7862,118.7855
10160,101.6,-283.491,-254.6517,119.1694,118.7859,118.7853
10161,101.61,-283.5443,-254.6541,119.1694,118.7859,118.7853
10162,101.62,-283.5443,-254.6541,119.1694,118.7854,118.7839
10163,101.63,-283.6126,-254.657,119.1694,118.7854,118.7839
10164,101.64,-283.6126,-254.657,119.1694,118.7849,118.7823
10165,101.65,-283.6809,-254.6597,119.1693,118.7849,118.7823
10166,101.66,-283.6809,-254.6597,119.1693,118.7843,118.7806
10167,101.67,-283.7478,-254.6622,119.1694,118.7843,118.7806
10168,101.68,-283.7478,-254.6622,119.1694,118.7838,118.779
10169,101.69,-283.8143,-254.6642,119.1692,118.7838,118.779
10170,101.7,-283.8143,-254.6642,119.1692,118.783,118.7767
10171,101.71,-283.8975,-254.6661,119.1691,118.783,118.7767
10172,101.72,-283.8975,-254.6661,119.1691,118.7824,118.7751
10173,101.73,-283.962,-254.6673,119.1689,118.7824,118.7751
10174,101.74,-283.962,-254.6673,119.1689,118.7822,118.7739
10175,101.75,-284.0263,-254.6676,119.1686,118.7822,118.7739
10176,101.76,-284.0263,-254.6676,119.1686,118.7814,118.7727
10177,101.77,-284.1051,-254.6681,119.1682,118.7814,118.7727
10178,101.78,-284.1051,-254.6681,119.1682,118.7803,118.7722
10179,101.79,-284.1525,-254.6681,119.1675,118.7803,118.7722
10180,101.8,-284.2145,-254.6679,119.1667,118.7787,118.7717
10181,101.81,-284.2145,-254.6679,119.1667,118.7787,118.7717
10182,101.82,-284.2145,-254.6679,119.1667,118.7771,118.7712
10183,101.83,-284.293,-254.6683,119.1651,118.7771,118.7712
10184,101.84,-284.293,-254.6683,119.1651,118.7759,118.7709
10185,101.85,-284.3555,-254.6691,119.1637,118.7759,118.7709
10186,101.86,-284.4179,-254.6698,119.1617,118.7749,118.7702
10187,101.87,-284.4179,-254.6698,119.1617,118.7749,118.7702
10188,101.88,-284.4179,-254.6698,119.1617,118.7739,118.7696
10189,101.89,-284.494,-254.6714,119.1599,118.7739,118.7696
10190,101.9,-284.5555,-254.6727,119.1577,118.7731,118.769
10191,101.91,-284.5555,-254.6727,119.1577,118.7731,118.769
10192,101.92,-284.6174,-254.6739,119.1556,118.7714,118.7685
10193,101.93,-284.6174,-254.6739,119.1556,118.7714,118.7685
10194,101.94,-284.6794,-254.6755,119.1541,118.7706,118.7681
10195,101.95,-284.6794,-254.6755,119.1541,118.7694,118.7676
10196,101.96,-284.7399,-254.6767,119.153,118.7694,118.7676
10197,101.97,-284.7399,-254.6767,119.153,118.769,118.7672
10198,101.98,-284.8004,-254.6779,119.1525,118.769,118.7672
10199,101.99,-284.8004,-254.6779,119.1525,118.7683,118.7668
10200,102.0,-284.878,-254.6793,119.1518,118.7683,118.7668
10201,102.01,-284.878,-254.6793,119.1518,118.7666,118.7661
10202,102.02,-284.9236,-254.6803,119.1518,118.7666,118.7661
10203,102.03,-284.9841,-254.6816,119.1517,118.7661,118.7657
10204,102.04,-284.9841,-254.6816,119.1517,118.7661,118.7657
10205,102.05,-285.0449,-254.6829,119.1514,118.7658,118.7654
10206,102.06,-285.0449,-254.6829,119.1514,118.7658,118.7654
10207,102.07,-285.1187,-254.6846,119.1518,118.7651,118.7646
10208,102.08,-285.1187,-254.6846,119.1518,118.7648,118.7641
10209,102.09,-285.1792,-254.6862,119.1519,118.7648,118.7641
10210,102.1,-285.1792,-254.6862,119.1519,118.764,118.7637
10211,102.11,-285.2395,-254.6877,119.1521,118.764,118.7637
10212,102.12,-285.2395,-254.6877,119.1521,118.7637,118.7632
10213,102.13,-285.298,-254.6895,119.152,118.7637,118.7632
10214,102.14,-285.3584,-254.6918,119.1528,118.7634,118.7627
10215,102.15,-285.3584,-254.6918,119.1528,118.7634,118.7627
10216,102.16,-285.4185,-254.6941,119.1532,118.7627,118.7622
10217,102.17,-285.4185,-254.6941,119.1532,118.7627,118.7622
10218,102.18,-285.4787,-254.6972,119.1544,118.7623,118.7618
10219,102.19,-285.4787,-254.6972,119.1544,118.7623,118.7618
10220,102.2,-285.5387,-254.7007,119.1554,118.762,118.7613
10221,102.21,-285.5387,-254.7007,119.1554,118.7613,118.7606
10222,102.22,-285.5987,-254.7049,119.1565,118.7613,118.7606
10223,102.23,-285.5987,-254.7049,119.1565,118.7613,118.7606
10224,102.24,-285.6754,-254.7108,119.1582,118.7585,118.7592
10225,102.25,-285.6754,-254.7108,119.1582,118.7356,118.7583
10226,102.26,-285.7369,-254.7157,119.1598,118.7356,118.7583
10227,102.27,-285.7369,-254.7157,119.1598,118.7244,118.7573
10228,102.28,-285.7966,-254.7206,119.1622,118.7244,118.7573
10229,102.29,-285.7966,-254.7206,119.1622,118.7128,118.7568
10230,102.3,-285.8724,-254.7261,119.1661,118.7128,118.7568
10231,102.31,-285.8724,-254.7261,119.1661,118.6938,118.7554
10232,102.32,-285.8724,-254.7261,119.1661,118.6938,118.7554
10233,102.33,-285.9349,-254.7304,119.1697,118.6938,118.7554
10234,102.34,-285.9817,-254.733,119.1726,118.6788,118.7545
10235,102.35,-285.9817,-254.733,119.1726,118.6788,118.7545
10236,102.36,-285.9817,-254.733,119.1726,118.6788,118.7545
10237,102.37,-286.064,-254.7368,119.1792,118.6694,118.7537
10238,102.38,-286.064,-254.7368,119.1792,118.6694,118.7537
10239,102.39,-286.064,-254.7368,119.1792,118.67,118.7527
10240,102.4,-286.1287,-254.7386,119.1847,118.67,118.7527
10241,102.41,-286.1287,-254.7386,119.1847,118.6705,118.7522
10242,102.42,-286.2098,-254.7406,119.1922,118.6705,118.7522
10243,102.43,-286.2098,-254.7406,119.1922,118.6503,118.7517
10244,102.44,-286.2098,-254.7406,119.1922,118.6503,118.7517
10245,102.45,-286.2743,-254.7415,119.1964,118.6503,118.7517
10246,102.46,-286.2743,-254.7415,119.1964,118.6259,118.7512
10247,102.47,-286.3393,-254.7419,119.1995,118.6064,118.7507
10248,102.48,-286.3393,-254.7419,119.1995,118.6064,118.7507
10249,102.49,-286.4172,-254.7418,119.1989,118.6064,118.7507
10250,102.5,-286.4172,-254.7418,119.1989,118.5864,118.7499
10251,102.51,-286.4778,-254.7419,119.1958,118.5864,118.7499
10252,102.52,-286.4778,-254.7419,119.1958,118.5664,118.7494
10253,102.53,-286.5383,-254.7419,119.1899,118.5664,118.7494
10254,102.54,-286.5383,-254.7419,119.1899,118.5457,118.7487
10255,102.55,-286.6116,-254.7415,119.18,118.5457,118.7487
10256,102.56,-286.6116,-254.7415,119.18,118.5214,118.7472
10257,102.57,-286.67,-254.7411,119.1703,118.5214,118.7472
10258,102.58,-286.67,-254.7411,119.1703,118.5159,118.7458
10259,102.59,-286.714,-254.7408,119.1617,118.5159,118.7458
10260,102.6,-286.7715,-254.7404,119.1503,118.5103,118.7444
10261,102.61,-286.7715,-254.7404,119.1503,118.5103,118.7444
10262,102.62,-286.7715,-254.7404,119.1503,118.5033,118.743
10263,102.63,-286.8431,-254.7392,119.1355,118.5033,118.743
10264,102.64,-286.8869,-254.7385,119.1268,118.5007,118.7416
10265,102.65,-286.8869,-254.7385,119.1268,118.5007,118.7416
10266,102.66,-286.9451,-254.7377,119.1155,118.4955,118.7405
10267,102.67,-286.9451,-254.7377,119.1155,118.4955,118.7405
10268,102.68,-286.9451,-254.7377,119.1155,118.4848,118.7384
10269,102.69,-287.0198,-254.7363,119.1013,118.4758,118.7373
10270,102.7,-287.0787,-254.7354,119.0912,118.4758,118.7373
10271,102.71,-287.0787,-254.7354,119.0912,118.4695,118.7366
10272,102.72,-287.1401,-254.7347,119.0814,118.4695,118.7366
10273,102.73,-287.1401,-254.7347,119.0814,118.4695,118.7366
10274,102.74,-287.1401,-254.7347,119.0814,118.4875,118.7357
10275,102.75,-287.2163,-254.7342,119.0707,118.4875,118.7357
10276,102.76,-287.2786,-254.7338,119.0637,118.4846,118.7353
10277,102.77,-287.2786,-254.7338,119.0637,118.4846,118.7353
10278,102.78,-287.3414,-254.7329,119.0578,118.4822,118.7313
10279,102.79,-287.3414,-254.7329,119.0578,118.4822,118.7313
10280,102.8,-287.4045,-254.7316,119.0539,118.4803,118.723
10281,102.81,-287.4045,-254.7316,119.0539,118.4803,118.723
10282,102.82,-287.4679,-254.7302,119.051,118.4794,118.7188
10283,102.83,-287.4679,-254.7302,119.051,118.4796,118.7129
10284,102.84,-287.5312,-254.7289,119.0504,118.4796,118.7129
10285,102.85,-287.5312,-254.7289,119.0504,118.4909,118.6951
10286,102.86,-287.596,-254.7278,119.0495,118.4909,118.6951
10287,102.87,-287.596,-254.7278,119.0495,118.5062,118.6753
10288,102.88,-287.6608,-254.7272,119.05,118.5062,118.6753
10289,102.89,-287.6608,-254.7272,119.05,118.5268,118.6501
10290,102.9,-287.724,-254.7277,119.0488,118.5268,118.6501
10291,102.91,-287.724,-254.7277,119.0488,118.5268,118.6501
10292,102.92,-287.8041,-254.7294,119.0474,118.5563,118.6122
10293,102.93,-287.8041,-254.7294,119.0474,118.5753,118.5866
10294,102.94,-287.8675,-254.7319,119.0447,118.5753,118.5866
10295,102.95,-287.8675,-254.7319,119.0447,118.5842,118.5785
10296,102.96,-287.9171,-254.734,119.0423,118.5842,118.5785
10297,102.97,-287.9171,-254.734,119.0423,118.5936,118.5744
10298,102.98,-287.9808,-254.7373,119.0387,118.5936,118.5744
10299,102.99,-288.0465,-254.7405,119.0344,118.6038,118.5679
10300,103.0,-288.0465,-254.7405,119.0344,118.6056,118.5638
10301,103.01,-288.0949,-254.7427,119.0317,118.6056,118.5638
10302,103.02,-288.0949,-254.7427,119.0317,118.6056,118.5638
10303,103.03,-288.0949,-254.7427,119.0317,118.6243,118.5605
10304,103.04,-288.1939,-254.746,119.0263,118.6243,118.5605
10305,103.05,-288.1939,-254.746,119.0263,118.6431,118.5577
10306,103.06,-288.2588,-254.7475,119.0242,118.6431,118.5577
10307,103.07,-288.2588,-254.7475,119.0242,118.6619,118.5394
10308,103.08,-288.3249,-254.7479,119.0233,118.6619,118.5394
10309,103.09,-288.3249,-254.7479,119.0233,118.6805,118.5169
10310,103.1,-288.411,-254.748,119.0253,118.6805,118.5169
10311,103.11,-288.4615,-254.7471,119.0269,118.699,118.5054
10312,103.12,-288.4615,-254.7471,119.0269,118.7096,118.4717
10313,103.13,-288.5323,-254.7456,119.0296,118.7096,118.4717
10314,103.14,-288.5323,-254.7456,119.0296,118.7096,118.4717
10315,103.15,-288.5323,-254.7456,119.0296,118.7118,118.4505
10316,103.16,-288.64,-254.7417,119.0367,118.7118,118.4505
10317,103.17,-288.64,-254.7417,119.0367,118.7118,118.4505
10318,103.18,-288.7159,-254.7376,119.0425,118.7144,118.4425
10319,103.19,-288.7159,-254.7376,119.0425,118.7144,118.4425
10320,103.2,-288.7159,-254.7376,119.0425,118.7162,118.4334
10321,103.21,-288.7159,-254.7376,119.0425,118.7162,118.4334
10322,103.22,-288.8385,-254.7297,119.0516,118.7162,118.4334
10323,103.23,-288.8385,-254.7297,119.0516,118.7182,118.4205
10324,103.24,-288.9241,-254.7243,119.0561,118.7182,118.4205
10325,103.25,-288.9241,-254.7243,119.0561,118.7182,118.4137
10326,103.26,-288.9873,-254.7201,119.0575,118.7182,118.4137
10327,103.27,-288.9873,-254.7201,119.0575,118.7182,118.4137
10328,103.28,-288.9873,-254.7201,119.0575,118.7164,118.4045
10329,103.29,-289.0974,-254.7131,119.0548,118.7164,118.4045
10330,103.3,-289.0974,-254.7131,119.0548,118.7159,118.3867
10331,103.31,-289.1867,-254.7072,119.0491,118.7159,118.3867
10332,103.32,-289.1867,-254.7072,119.0491,118.7154,118.3797
10333,103.33,-289.1867,-254.7072,119.0491,118.7154,118.3797
10334,103.34,-289.3025,-254.6985,119.0392,118.7154,118.3797
10335,103.35,-289.3025,-254.6985,119.0392,118.7144,118.364
10336,103.36,-289.3951,-254.691,119.0275,118.7144,118.364
10337,103.37,-289.3951,-254.691,119.0275,118.7136,118.3573
10338,103.38,-289.4869,-254.6826,119.0144,118.7136,118.3573
10339,103.39,-289.4869,-254.6826,119.0144,118.713,118.3499
10340,103.4,-289.6013,-254.6724,119.0004,118.713,118.3499
10341,103.41,-289.6013,-254.6724,119.0004,118.7123,118.3614
10342,103.42,-289.6013,-254.6724,119.0004,118.7123,118.3614
10343,103.43,-289.6922,-254.6634,118.9922,118.7115,118.3945
10344,103.44,-289.7835,-254.6545,118.9874,118.7115,118.3945
10345,103.45,-289.7835,-254.6545,118.9874,118.7108,118.4279
10346,103.46,-289.7835,-254.6545,118.9874,118.7108,118.4279
10347,103.47,-289.8948,-254.6427,118.9879,118.7108,118.4279
10348,103.48,-289.8948,-254.6427,118.9879,118.7098,118.457
10349,103.49,-289.9839,-254.6325,118.9899,118.7091,118.4441
10350,103.5,-289.9839,-254.6325,118.9899,118.7091,118.4441
10351,103.51,-290.0708,-254.6227,118.9931,118.7091,118.4441
10352,103.52,-290.0708,-254.6227,118.9931,118.7079,118.4511
10353,103.53,-290.1793,-254.6124,118.9967,118.7079,118.4511
10354,103.54,-290.1793,-254.6124,118.9967,118.7065,118.4631
10355,103.55,-290.2652,-254.6049,118.9998,118.7065,118.4631
10356,103.56,-290.2652,-254.6049,118.9998,118.7051,118.4658
10357,103.57,-290.3293,-254.6003,119.001,118.7051,118.4658
10358,103.58,-290.3293,-254.6003,119.001,118.7037,118.4688
10359,103.59,-290.3293,-254.6003,119.001,118.7037,118.4688
10360,103.6,-290.4541,-254.5933,119.0,118.7018,118.474
10361,103.61,-290.4541,-254.5933,119.0,118.7018,118.474
10362,103.62,-290.5383,-254.5903,118.9962,118.7018,118.474
10363,103.63,-290.5383,-254.5903,118.9962,118.7029,118.4904
10364,103.64,-290.62,-254.5884,118.9903,118.7029,118.4904
10365,103.65,-290.62,-254.5884,118.9903,118.7056,118.5125
10366,103.66,-290.62,-254.5884,118.9903,118.7056,118.5125
10367,103.67,-290.7231,-254.5874,118.9807,118.7056,118.5125
10368,103.68,-290.8075,-254.5872,118.9718,118.7145,118.5406
10369,103.69,-290.8075,-254.5872,118.9718,118.72,118.5576
10370,103.7,-290.8925,-254.5875,118.9631,118.72,118.5576
10371,103.71,-290.8925,-254.5875,118.9631,118.726,118.5805
10372,103.72,-290.8925,-254.5875,118.9631,118.726,118.5805
10373,103.73,-290.9953,-254.5882,118.9558,118.726,118.5805
10374,103.74,-290.9953,-254.5882,118.9558,118.7333,118.608
10375,103.75,-291.0791,-254.5889,118.9512,118.7345,118.6121
10376,103.76,-291.0791,-254.5889,118.9512,118.7345,118.6121
10377,103.77,-291.1613,-254.5902,118.9504,118.7336,118.628
10378,103.78,-291.1613,-254.5902,118.9504,118.7336,118.628
10379,103.79,-291.2644,-254.5921,118.9521,118.7336,118.628
10380,103.8,-291.2644,-254.5921,118.9521,118.7331,118.643
10381,103.81,-291.3488,-254.5934,118.9561,118.7331,118.643
10382,103.82,-291.4098,-254.5943,118.9599,118.733,118.6587
10383,103.83,-291.4098,-254.5943,118.9599,118.733,118.6587
10384,103.84,-291.4945,-254.5954,118.9669,118.733,118.6743
10385,103.85,-291.4945,-254.5954,118.9669,118.733,118.6743
10386,103.86,-291.602,-254.5964,118.9769,118.7328,118.6881
10387,103.87,-291.602,-254.5964,118.9769,118.7323,118.6875
10388,103.88,-291.6686,-254.5967,118.9838,118.7323,118.6875
10389,103.89,-291.6686,-254.5967,118.9838,118.7318,118.6864
10390,103.9,-291.7602,-254.5973,118.9941,118.7318,118.6864
10391,103.91,-291.7602,-254.5973,118.9941,118.7308,118.6846
10392,103.92,-291.8507,-254.5979,119.0046,118.7308,118.6846
10393,103.93,-291.9199,-254.5986,119.0137,118.7302,118.6832
10394,103.94,-291.9199,-254.5986,119.0137,118.7286,118.6817
10395,103.95,-292.0148,-254.6002,119.0266,118.7286,118.6817
10396,103.96,-292.0148,-254.6002,119.0266,118.7271,118.6805
10397,103.97,-292.0148,-254.6002,119.0266,118.7271,118.6805
10398,103.98,-292.1572,-254.6033,119.0463,118.7271,118.6805
10399,103.99,-292.1572,-254.6033,119.0463,118.7256,118.6796
10400,104.0,-292.2553,-254.6057,119.06,118.7256,118.6796
10401,104.01,-292.2553,-254.6057,119.06,118.7232,118.6791
10402,104.02,-292.3313,-254.6077,119.0692,118.7232,118.6791
10403,104.03,-292.3313,-254.6077,119.0692,118.7232,118.6791
10404,104.04,-292.3313,-254.6077,119.0692,118.7208,118.6783
10405,104.05,-292.4873,-254.6116,119.0861,118.7208,118.6783
10406,104.06,-292.4873,-254.6116,119.0861,118.7177,118.6775
10407,104.07,-292.5701,-254.6134,119.0935,118.7177,118.6775
10408,104.08,-292.5701,-254.6134,119.0935,118.7125,118.6765
10409,104.09,-292.6802,-254.6155,119.1011,118.7125,118.6765
10410,104.1,-292.6802,-254.6155,119.1011,118.7052,118.6756
10411,104.11,-292.6802,-254.6155,119.1011,118.7052,118.6756
10412,104.12,-292.8211,-254.6179,119.1064,118.7052,118.6756
10413,104.13,-292.8211,-254.6179,119.1064,118.6933,118.6747
10414,104.14,-292.9083,-254.6193,119.1072,118.6933,118.6747
10415,104.15,-292.9958,-254.6205,119.1068,118.6933,118.6738
10416,104.16,-292.9958,-254.6205,119.1068,118.6933,118.6738
10417,104.17,-292.9958,-254.6205,119.1068,118.6932,118.6729
10418,104.18,-293.1727,-254.6224,119.1023,118.6932,118.6729
10419,104.19,-293.1727,-254.6224,119.1023,118.6906,118.6785
10420,104.2,-293.2624,-254.6227,119.0983,118.6906,118.6785
10421,104.21,-293.2624,-254.6227,119.0983,118.6923,118.6772
10422,104.22,-293.3816,-254.6226,119.0918,118.6923,118.6772
