trip_id,start_dist,end_dist,mean_lat,mean_lon,mean_speed_kmh,predicted_iri,label_mid,paved_road,unpaved_road,dirt_road,cobblestone_road,asphalt_road,speed_bump_asphalt,speed_bump_cobblestone
PVS 2,1280.0,1380.0,-27.717431345509972,-51.1108030790197,9.916991278905169,5.342557430267334,2,0,1,1,0,0,0,0
PVS 2,1290.0,1390.0,-27.71741587288919,-51.11092265192489,10.473715187947446,3.7107958793640137,2,0,1,1,0,0,0,0
PVS 2,1300.0,1400.0,-27.717400879763694,-51.111041121349594,11.20724560892221,4.728625297546387,2,0,1,1,0,0,0,0
PVS 2,1310.0,1410.0,-27.717390666259945,-51.1111297561399,11.529816907420496,5.556457042694092,2,0,1,1,0,0,0,0
PVS 2,1320.0,1420.0,-27.71738156254371,-51.11121754701451,11.721049076080995,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,1330.0,1430.0,-27.717373593042144,-51.111314069942566,11.914582851633465,6.143416530265971,2,0,1,1,0,0,0,0
PVS 2,1340.0,1440.0,-27.71736891529482,-51.111420356181256,12.061973721774192,5.556457042694092,2,0,1,1,0,0,0,0
PVS 2,1350.0,1450.0,-27.7173708844038,-51.11151584786147,11.902107293952255,5.399829387664795,2,0,1,1,0,0,0,0
PVS 2,1360.0,1460.0,-27.717382612634648,-51.111643281912755,11.361988657207975,5.556457042694092,2,0,1,1,0,0,0,0
PVS 2,1370.0,1470.0,-27.717396283259493,-51.111750171853096,11.75815877378768,5.556457042694092,2,0,1,1,0,0,0,0
PVS 2,1380.0,1480.0,-27.717419436929294,-51.11187520658801,12.644403693666785,5.556457042694092,2,0,1,1,0,0,0,0
PVS 2,1390.0,1490.0,-27.717453868043453,-51.11197342903539,12.524943160614097,5.556457042694092,2,0,1,1,0,0,0,0
PVS 2,1400.0,1500.0,-27.717490732168336,-51.112050731102116,12.468608494749999,5.342557430267334,2,0,1,1,0,0,0,0
PVS 2,1410.0,1510.0,-27.717530605774908,-51.11211445253157,12.306964995817621,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,1420.0,1520.0,-27.71757763825674,-51.11217793822342,12.151771259004404,5.342557430267334,2,0,1,1,0,0,0,0
PVS 2,1430.0,1530.0,-27.717630494679796,-51.11223988294537,12.152036238970885,5.342557430267334,2,0,1,1,0,0,0,0
PVS 2,1440.0,1540.0,-27.717690229657475,-51.11230332762006,12.304035769242372,5.556457042694092,2,0,1,1,0,0,0,0
PVS 2,1450.0,1550.0,-27.71775467559199,-51.11236566632987,12.48679839493565,5.342557430267334,2,0,1,1,0,0,0,0
PVS 2,1460.0,1560.0,-27.71785043493035,-51.11245309027469,13.182798254013957,5.556457042694092,2,0,1,1,0,0,0,0
PVS 2,1470.0,1570.0,-27.717928643485973,-51.11252397594375,12.901352711879268,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,1480.0,1580.0,-27.718008184100572,-51.112599063599994,12.359111065661157,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,1490.0,1590.0,-27.71809610229993,-51.11268309992808,11.868909050952382,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,1500.0,1600.0,-27.71816608699264,-51.11275274549829,11.41787088870506,5.399829387664795,2,0,1,1,0,0,0,0
PVS 2,1510.0,1610.0,-27.718229049527068,-51.11282155991722,10.887098955022761,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,1520.0,1620.0,-27.718281635126875,-51.112883121683375,10.740319339862317,5.342557430267334,2,0,1,1,0,0,0,0
PVS 2,1530.0,1630.0,-27.718326759503498,-51.112943119721145,10.639696462633452,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,1540.0,1640.0,-27.71836682299897,-51.11300780669338,10.443848937851529,3.437206983566284,2,0,1,1,0,0,0,0
PVS 2,1550.0,1650.0,-27.718398055601032,-51.11306924371154,10.39864252947521,4.519742012023926,2,0,1,1,0,0,0,0
PVS 2,1560.0,1660.0,-27.71842648451474,-51.11313817439519,10.549803334235294,4.699799529605087,2,0,1,1,0,0,0,0
PVS 2,1570.0,1670.0,-27.718450675328672,-51.11320802739466,10.96839744011009,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,1580.0,1680.0,-27.718471767684136,-51.11328676851072,11.676470521210149,4.519742012023926,2,0,1,1,0,0,0,0
PVS 2,1590.0,1690.0,-27.718486309564494,-51.11338134704732,12.689734055312831,4.519742012023926,2,0,1,1,0,0,0,0
PVS 2,1600.0,1700.0,-27.718489183056075,-51.11347195350972,13.762595527865084,4.519742012023926,2,0,1,1,0,0,0,0
PVS 2,1610.0,1710.0,-27.718484021351056,-51.113570837506856,15.277946574564014,5.342557430267334,2,0,1,1,0,0,0,0
PVS 2,1620.0,1720.0,-27.718467706914595,-51.113661689627854,16.459134511017414,4.728625297546387,1,0,1,1,0,0,0,0
PVS 2,1630.0,1730.0,-27.71844078903763,-51.11375669241177,17.455468824489795,5.007259368896484,1,0,1,1,0,0,0,0
PVS 2,1640.0,1740.0,-27.718405050293637,-51.11386488166101,18.831987401509434,5.007259368896484,1,0,1,1,0,0,0,0
PVS 2,1650.0,1750.0,-27.718368051644656,-51.11396665179451,20.042729705052984,5.394349575042725,1,0,1,1,0,0,0,0
PVS 2,1660.0,1760.0,-27.71832843560735,-51.11407203214153,21.33900608622328,6.2211352970551745,1,0,1,1,0,0,0,0
PVS 2,1670.0,1770.0,-27.718291094542458,-51.11417357433668,22.047301475337427,6.958472728729248,1,0,1,1,0,0,0,0
PVS 2,1680.0,1780.0,-27.718255576356505,-51.11428009393123,22.383733940635516,8.10103702545166,1,0,1,1,0,0,0,0
PVS 2,1690.0,1790.0,-27.71822271903154,-51.11439596706802,22.543685728983686,8.10103702545166,1,0,1,1,0,0,0,0
PVS 2,1700.0,1800.0,-27.71819856361551,-51.114502441250124,22.207742334734238,6.958472728729248,1,0,1,1,0,0,0,0
PVS 2,1710.0,1810.0,-27.71818102405914,-51.114599715878654,21.745963027295826,5.399829387664795,1,0,1,1,0,0,0,0
PVS 2,1720.0,1820.0,-27.71816790955519,-51.114690743398185,21.41201661705777,5.556457042694092,1,0,1,1,0,0,0,0
PVS 2,1730.0,1830.0,-27.718156234527427,-51.114785286256684,21.46338935655914,5.399829387664795,1,0,1,1,0,0,0,0
PVS 2,1740.0,1840.0,-27.718146837041367,-51.114879231653035,21.60185562043269,5.556457042694092,1,0,1,1,0,0,0,0
PVS 2,1750.0,1850.0,-27.718139318792666,-51.114970751766734,21.602943341394234,5.007259368896484,1,0,1,1,0,0,0,0
PVS 2,1760.0,1860.0,-27.71813298985561,-51.11506212180413,21.470990369892476,5.007259368896484,1,0,1,1,0,0,0,0
PVS 2,1770.0,1870.0,-27.718127624173157,-51.115159622565194,21.359693616684492,5.007259368896484,1,0,1,1,0,0,0,0
PVS 2,1780.0,1880.0,-27.718122396247807,-51.11526922768316,21.148915714729416,5.007259368896484,1,0,1,1,0,0,0,0
PVS 2,1790.0,1890.0,-27.718117448612603,-51.1153814024223,21.25693927309285,5.399829387664795,1,0,1,1,0,0,0,0
PVS 2,1800.0,1900.0,-27.7181141199251,-51.11549459814732,21.38200760773349,7.956695079803467,1,0,1,1,0,0,0,0
PVS 2,1810.0,1910.0,-27.718113355933472,-51.11560735825437,21.205171728382528,5.556457042694092,1,0,1,1,0,0,0,0
PVS 2,1820.0,1920.0,-27.71811626476358,-51.11571451383575,20.84828692030163,5.342557430267334,1,0,1,1,0,0,0,0
PVS 2,1830.0,1930.0,-27.71812187569462,-51.115817141419605,20.22861113017445,5.342557430267334,2,0,1,1,0,0,0,0
PVS 2,1840.0,1940.0,-27.718130012049905,-51.11591919648232,19.38747483665407,5.342557430267334,2,0,1,1,0,0,0,0
PVS 2,1850.0,1950.0,-27.71814007549741,-51.11601490706852,18.69532483298647,5.399829387664795,2,0,1,1,0,0,0,0
PVS 2,1860.0,1960.0,-27.718151259642497,-51.11610671182967,18.22019027513185,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,1870.0,1970.0,-27.718162620926407,-51.116196641845,17.94229750465534,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,1880.0,1980.0,-27.718174610547166,-51.11629045929782,17.984166980900902,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,1890.0,1990.0,-27.718187452611026,-51.11638686557697,17.79060802734027,5.556457042694092,2,0,1,1,0,0,0,0
PVS 2,1900.0,2000.0,-27.718200163149913,-51.11647782138714,17.82790923751861,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,1910.0,2010.0,-27.718214432399368,-51.11657650659839,17.876088567761197,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,1920.0,2020.0,-27.718228516733976,-51.11667948364136,17.84551720274218,4.519742012023926,2,0,1,1,0,0,0,0
PVS 2,1930.0,2030.0,-27.718243010113582,-51.116787402664166,17.883453507177702,4.728625297546387,2,0,1,1,0,0,0,0
PVS 2,1940.0,2040.0,-27.718256584772572,-51.11691262297413,17.772861167715135,4.519742012023926,2,0,1,1,0,0,0,0
PVS 2,1950.0,2050.0,-27.718268995475782,-51.117038007423716,17.571148033561645,3.7107958793640137,2,0,1,1,0,0,0,0
PVS 2,1960.0,2060.0,-27.718281771204737,-51.11715453752517,17.50048083460302,3.7107958793640137,2,0,1,1,0,0,0,0
PVS 2,1970.0,2070.0,-27.718296644743273,-51.117282030106686,16.848545124894517,3.7107958793640137,2,0,1,1,0,0,0,0
PVS 2,1980.0,2080.0,-27.718310932109553,-51.11739119992676,16.514521534510347,4.061951637268066,2,0,1,1,0,0,0,0
PVS 2,1990.0,2090.0,-27.718325770013962,-51.11749549067515,16.611853323495147,3.7107958793640137,2,0,1,1,0,0,0,0
PVS 2,2000.0,2100.0,-27.718339160547725,-51.11759055462431,16.59201103704388,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,2010.0,2110.0,-27.71835261440846,-51.11768915285971,16.678023128690807,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,2020.0,2120.0,-27.7183676981853,-51.11779320902079,16.82350593673068,5.342557430267334,2,0,1,1,0,0,0,0
PVS 2,2030.0,2130.0,-27.718385604479742,-51.117901225528406,16.942579493433964,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,2040.0,2140.0,-27.718410883941097,-51.11801827919943,17.388186896108422,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,2050.0,2150.0,-27.718440995269265,-51.118136340703074,17.8493390709389,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,2060.0,2160.0,-27.718468993788758,-51.11824522691203,18.146448187272725,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,2070.0,2170.0,-27.718502050154886,-51.11837671558543,18.918711900473934,5.342557430267334,2,0,1,1,0,0,0,0
PVS 2,2080.0,2180.0,-27.718531713593553,-51.11849804025629,19.264559008922255,4.728625297546387,2,0,1,1,0,0,0,0
PVS 2,2090.0,2190.0,-27.718556965289366,-51.11860436819954,19.371686283169815,4.061951637268066,2,0,1,1,0,0,0,0
PVS 2,2100.0,2200.0,-27.718581115203417,-51.11870491893198,19.41054720330632,4.728625297546387,2,0,1,1,0,0,0,0
PVS 2,2110.0,2210.0,-27.71860329496828,-51.11879691036495,19.743404298923082,4.519742012023926,2,0,1,1,0,0,0,0
PVS 2,2120.0,2220.0,-27.718624764264906,-51.11888764409128,20.20330422900506,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,2130.0,2230.0,-27.71864461014551,-51.11898077178983,20.729560995155712,4.728625297546387,1,0,1,1,0,0,0,0
PVS 2,2140.0,2240.0,-27.718660305660944,-51.11907573688865,21.22658918346131,4.728625297546387,1,0,1,1,0,0,0,0
PVS 2,2150.0,2250.0,-27.718670475744045,-51.11917308100479,21.78197598109091,5.342557430267334,1,0,1,1,0,0,0,0
PVS 2,2160.0,2260.0,-27.718676905903592,-51.11927274545302,22.24527414727723,5.556457042694092,1,0,1,1,0,0,0,0
PVS 2,2170.0,2270.0,-27.71868095676769,-51.11937838953904,22.82980144620076,5.556457042694092,1,0,1,1,0,0,0,0
PVS 2,2180.0,2280.0,-27.718680706858418,-51.11948643570778,23.539260202750487,5.556457042694092,1,0,1,1,0,0,0,0
PVS 2,2190.0,2290.0,-27.718675825660576,-51.119591236628466,24.168302412911903,5.556457042694092,1,0,1,1,0,0,0,0
PVS 2,2200.0,2300.0,-27.718665908490443,-51.11970010055674,24.604210157618073,5.399829387664795,1,0,1,1,0,0,0,0
PVS 2,2210.0,2310.0,-27.718651951759526,-51.11980547173464,24.26771670733288,6.580991744995117,1,0,1,1,0,0,0,0
PVS 2,2220.0,2320.0,-27.71863516770457,-51.119904712061434,23.990420143658213,7.956695079803467,1,0,1,1,0,0,0,0
PVS 2,2230.0,2330.0,-27.718615873818965,-51.120002047807226,23.887218675348837,8.10103702545166,1,0,1,1,0,0,0,0
PVS 2,2240.0,2340.0,-27.71859417909791,-51.12009911544772,23.75076933826834,5.556457042694092,1,0,1,1,0,0,0,0
PVS 2,2250.0,2350.0,-27.718570644953072,-51.12019846863119,23.495569265882352,5.399829387664795,1,0,1,1,0,0,0,0
PVS 2,2260.0,2360.0,-27.718546285693385,-51.12029744369874,23.218380297209304,5.342557430267334,1,0,1,1,0,0,0,0
PVS 2,2270.0,2370.0,-27.718520721043486,-51.120402922099416,22.778602765323196,5.399829387664795,2,0,1,1,0,0,0,0
PVS 2,2280.0,2380.0,-27.718497412341875,-51.120503993789896,22.29388745806452,5.399829387664795,2,0,1,1,0,0,0,0
PVS 2,2290.0,2390.0,-27.718476564758276,-51.12059938743065,21.86149363489051,5.342557430267334,2,0,1,1,0,0,0,0
PVS 2,2300.0,2400.0,-27.71845651541085,-51.12069192595685,21.720944555891236,5.399829387664795,2,0,1,1,0,0,0,0
PVS 2,2310.0,2410.0,-27.71843559191292,-51.120792369118625,21.75901665472155,5.556457042694092,2,0,1,1,0,0,0,0
PVS 2,2320.0,2420.0,-27.718416945297584,-51.12089117136399,21.559807440431918,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,2330.0,2430.0,-27.71839954767106,-51.120988047848584,21.22216824737153,5.342557430267334,2,0,1,1,0,0,0,0
PVS 2,2340.0,2440.0,-27.71838214110479,-51.12108517213087,20.920701547613504,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,2350.0,2450.0,-27.718363698861832,-51.12118724920403,20.588297983839542,5.399829387664795,2,0,1,1,0,0,0,0
PVS 2,2360.0,2460.0,-27.7183441506739,-51.12129194441356,20.190163281977526,5.007259368896484,2,0,1,1,0,0,0,0
PVS 2,2370.0,2470.0,-27.718323665431043,-51.12139616384295,20.13497765142857,5.007259368896484,1,0,1,1,0,0,0,0
PVS 2,2380.0,2480.0,-27.718301531281064,-51.1215004071863,20.074114431955305,5.342557430267334,1,0,1,1,0,0,0,0
PVS 2,2390.0,2490.0,-27.718273771492896,-51.121614146304594,19.36696684926724,4.728625297546387,1,0,1,1,0,0,0,0
PVS 2,2400.0,2500.0,-27.718242104933065,-51.12171732111395,18.532608622588963,5.556457042694092,1,1,1,1,0,1,0,0
PVS 2,2410.0,2510.0,-27.718209023127326,-51.12179737289559,18.301630843402954,6.580991744995117,1,1,1,1,0,1,0,0
PVS 2,2420.0,2520.0,-27.71817300570312,-51.121861500540184,18.461275988078107,5.007259368896484,1,1,1,1,0,1,0,0
PVS 2,2430.0,2530.0,-27.718135787566528,-51.12191229156439,18.93885558566157,5.556457042694092,1,1,1,1,0,1,0,0
PVS 2,2440.0,2540.0,-27.718097851249954,-51.12195295828637,19.552746281545996,5.007259368896484,1,1,1,1,0,1,0,0
PVS 2,2450.0,2550.0,-27.718054403015284,-51.12198142934775,20.55752144176201,4.519742012023926,1,1,1,1,0,1,0,0
PVS 2,2460.0,2560.0,-27.718002694011577,-51.1219991870004,21.739841782082326,4.061951637268066,1,1,1,1,0,1,0,0
PVS 2,2470.0,2570.0,-27.717945851892015,-51.12199852057323,22.84241011982211,3.828641577982484,1,1,1,1,0,1,0,0
PVS 2,2480.0,2580.0,-27.717884195033726,-51.12197959991352,24.069887445411922,3.7107958793640137,0,1,1,1,0,1,0,0
PVS 2,2490.0,2590.0,-27.717803750251726,-51.1219367523122,26.51228972123894,3.7107958793640137,0,1,1,1,0,1,0,0
PVS 2,2500.0,2600.0,-27.71771285830307,-51.12186505307875,29.775448173653693,4.340411186218262,0,1,0,0,0,1,0,0
PVS 2,2510.0,2610.0,-27.717632058620943,-51.121782234989176,32.466396733213,4.519742012023926,0,1,0,0,0,1,0,0
PVS 2,2520.0,2620.0,-27.717560231487347,-51.12169958141174,34.723146782608694,4.061951637268066,0,1,0,0,0,1,0,0
PVS 2,2530.0,2630.0,-27.71749551724886,-51.12162041326703,36.48694945436105,3.437206983566284,0,1,0,0,0,1,0,0
PVS 2,2540.0,2640.0,-27.717428756592035,-51.12153621750433,38.128762735100736,3.253041982650757,0,1,0,0,0,1,0,0
PVS 2,2550.0,2650.0,-27.717373654279314,-51.12146245003462,39.19446558647765,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,2560.0,2660.0,-27.717317024485553,-51.12138451948332,40.66170764745763,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,2570.0,2670.0,-27.717258073291532,-51.12130208113839,42.51512681893492,3.253041982650757,0,1,0,0,0,1,0,0
PVS 2,2580.0,2680.0,-27.71720281918089,-51.121223328333734,44.40779191111112,3.437206983566284,0,1,0,0,0,1,0,0
PVS 2,2590.0,2690.0,-27.71715187256585,-51.121150070765914,46.231423625706945,3.437206983566284,0,1,0,0,0,1,0,0
PVS 2,2600.0,2700.0,-27.717107179516006,-51.12108592858718,47.81809387340427,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,2610.0,2710.0,-27.717068255157148,-51.12103029748007,49.12762440491804,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,2620.0,2720.0,-27.717036483908174,-51.1209848482713,50.09191299275767,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,2630.0,2730.0,-27.717009834330195,-51.12094800700808,50.72022101043724,2.1944472789764404,0,1,0,0,0,1,0,0
PVS 2,2640.0,2740.0,-27.716939861790635,-51.120887593971844,51.62589967403158,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,2650.0,2750.0,-27.716867254332765,-51.120832394872956,52.48389244198252,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,2660.0,2760.0,-27.716791426328406,-51.120782637413996,53.27851370666667,3.253041982650757,0,1,0,0,0,1,0,0
PVS 2,2670.0,2770.0,-27.71671139010467,-51.12074095121124,53.96833506926537,3.253041982650757,0,1,0,0,0,1,0,0
PVS 2,2680.0,2780.0,-27.71662390857887,-51.12069737537783,54.70914292522797,3.253041982650757,0,1,0,0,0,1,0,0
PVS 2,2690.0,2790.0,-27.71652356988435,-51.12065161454548,55.50127115555556,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,2700.0,2800.0,-27.71641348555172,-51.1206037549294,56.304564687323946,3.253041982650757,0,1,0,0,0,1,0,0
PVS 2,2710.0,2810.0,-27.71629254445349,-51.120552979909725,57.13379617678855,3.253041982650757,0,1,0,0,0,1,0,0
PVS 2,2720.0,2820.0,-27.716155813835865,-51.12049927815621,57.930294724637676,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,2730.0,2830.0,-27.716009778336687,-51.120443871069334,58.716804092006534,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,2740.0,2840.0,-27.715920331691997,-51.120431373936924,58.85644601636662,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,2750.0,2850.0,-27.71582667104268,-51.12041849100241,58.88173799018004,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,2760.0,2860.0,-27.715735987959746,-51.12040627420987,58.80571105882353,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,2770.0,2870.0,-27.715644214924485,-51.12039368884551,58.523698653658535,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,2780.0,2880.0,-27.71555187958637,-51.120380926383916,58.19346474174757,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,2790.0,2890.0,-27.715465425744807,-51.12036873827153,57.80870828681671,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,2800.0,2900.0,-27.715374254960913,-51.12035588324356,57.35486223157895,1.8458579778671265,0,1,0,0,0,1,0,0
PVS 2,2810.0,2910.0,-27.715283920249604,-51.12034281768201,56.88096979336493,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 2,2820.0,2920.0,-27.715197859659828,-51.120329749074095,56.42560045015675,1.8458579778671265,0,1,0,0,0,1,0,0
PVS 2,2830.0,2930.0,-27.71510519834101,-51.120314221251874,55.9479061007776,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,2840.0,2940.0,-27.715019138616803,-51.120298579486324,55.533836022222225,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,2850.0,2950.0,-27.71493223031862,-51.12028114773876,55.18818207607361,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,2860.0,2960.0,-27.71484194417185,-51.12026077164264,54.954489291743116,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,2870.0,2970.0,-27.714757891650574,-51.12023957605368,54.837295320731705,1.3427366018295288,0,1,0,0,0,1,0,0
PVS 2,2880.0,2980.0,-27.714673134113827,-51.12021635627946,54.78582321219512,1.3427366018295288,0,1,0,0,0,1,0,0
PVS 2,2890.0,2990.0,-27.71458548613542,-51.12018997836147,54.82692098780487,1.2128446102142334,0,1,0,0,0,1,0,0
PVS 2,2900.0,3000.0,-27.714503687279336,-51.120162730953446,54.979075599389304,1.2128446102142334,0,1,0,0,0,1,0,0
PVS 2,2910.0,3010.0,-27.714417760741856,-51.12013202466686,55.221068887730056,1.2128446102142334,0,1,0,0,0,1,0,0
PVS 2,2920.0,3020.0,-27.71433274842634,-51.12009925299959,55.565174971251935,1.2128446102142334,0,1,0,0,0,1,0,0
PVS 2,2930.0,3030.0,-27.714252070747875,-51.120066185889456,56.010658048598124,1.2128446102142334,0,1,0,0,0,1,0,0
PVS 2,2940.0,3040.0,-27.71416597601658,-51.120028518375214,56.54704854339623,1.2128446102142334,0,1,0,0,0,1,0,0
PVS 2,2950.0,3050.0,-27.714081834328983,-51.11999035565183,57.124554948171706,1.2128446102142334,0,1,0,0,0,1,0,0
PVS 2,2960.0,3060.0,-27.714000341761256,-51.11995169243172,57.70716618461538,1.2128446102142334,0,1,0,0,0,1,0,0
PVS 2,2970.0,3070.0,-27.713915613661676,-51.11991039862608,58.336125346753256,1.2326950413953017,0,1,0,0,0,1,0,0
PVS 2,2980.0,3080.0,-27.713834420808556,-51.11986961158922,58.96232347757775,1.3427366018295288,0,1,0,0,0,1,0,0
PVS 2,2990.0,3090.0,-27.713751119877436,-51.11982638886335,59.55311616556292,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 2,3000.0,3100.0,-27.713667946905474,-51.11978282730025,60.11293700468228,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,3010.0,3110.0,-27.71358391926614,-51.11973870990624,60.57343303406408,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,3020.0,3120.0,-27.713501130265204,-51.11969633055116,60.93503369543148,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,3030.0,3130.0,-27.713415342575466,-51.119653505351515,61.23729296422487,2.5858237743377686,0,1,0,0,0,1,0,0
PVS 2,3040.0,3140.0,-27.713331812711,-51.1196157878089,61.3918919672355,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,3050.0,3150.0,-27.7132472500573,-51.119579434860874,61.489033458020465,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,3060.0,3160.0,-27.71315892955733,-51.11954750612671,61.441611200000004,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,3070.0,3170.0,-27.713073600283924,-51.11952176684441,61.26426318367347,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,3080.0,3180.0,-27.712984300070467,-51.11949965726936,60.98772862372882,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,3090.0,3190.0,-27.712899439663058,-51.11948842504574,60.70976004384487,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,3100.0,3200.0,-27.712813136704472,-51.119480355450776,60.46749531831932,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,3110.0,3210.0,-27.712725244197905,-51.11948237767697,60.41589918523489,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,3120.0,3220.0,-27.712638347439675,-51.119488646960505,60.40437188369747,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,3130.0,3230.0,-27.712550122546606,-51.11950044845642,60.45204579463087,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,3140.0,3240.0,-27.712463625989844,-51.11951763171638,60.63308601212122,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,3150.0,3250.0,-27.712376117922865,-51.11953722261594,60.87705042639594,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,3160.0,3260.0,-27.712288792274876,-51.11956223485548,61.27397898979591,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,3170.0,3270.0,-27.712203005758855,-51.11958820905906,61.73153183505155,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,3180.0,3280.0,-27.71211141340362,-51.119619655638154,62.30484056152512,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,3190.0,3290.0,-27.712026986243217,-51.119650779335615,62.86728996503498,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,3200.0,3300.0,-27.711937262411205,-51.119686477505255,63.449091504761896,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,3210.0,3310.0,-27.71185453965738,-51.11972276655282,63.90309674174067,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,3220.0,3320.0,-27.711772410157888,-51.119761815287916,64.35672248157424,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,3230.0,3330.0,-27.711688098544013,-51.1198070567746,64.81195898594595,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,3240.0,3340.0,-27.711612059211788,-51.119851847895795,65.16520807826087,2.1944472789764404,0,1,0,0,0,1,0,0
PVS 2,3250.0,3350.0,-27.71152941987427,-51.11990607110402,65.50472424262296,2.1944472789764404,0,1,0,0,0,1,0,0
PVS 2,3260.0,3360.0,-27.711460094368757,-51.11995704872781,65.75870240950638,2.1944472789764404,0,1,0,0,0,1,0,0
PVS 2,3270.0,3370.0,-27.711382894985096,-51.120018932895015,66.01518499376148,2.5858237743377686,0,1,0,0,0,1,0,0
PVS 2,3280.0,3380.0,-27.71131546175497,-51.12007793414453,66.224464760221,2.1944472789764404,0,1,0,0,0,1,0,0
PVS 2,3290.0,3390.0,-27.711243006659032,-51.120146144602586,66.35564189834254,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,3300.0,3400.0,-27.711177350830773,-51.12021208015637,66.40490105535058,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,3310.0,3410.0,-27.7111101775371,-51.12028349651311,66.32005060773481,2.1944472789764404,0,1,0,0,0,1,0,0
PVS 2,3320.0,3420.0,-27.711045848578085,-51.120355345537504,66.1632125625,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,3330.0,3430.0,-27.71098396502782,-51.12042825357324,65.92678755164835,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 2,3340.0,3440.0,-27.710921013703075,-51.12050649629333,65.63721670948904,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,3350.0,3450.0,-27.7108659051274,-51.12057866772064,65.29973854736842,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 2,3360.0,3460.0,-27.71080526331199,-51.120663022999864,64.91428519711194,2.5971808433532715,0,1,0,0,0,1,0,0
